pmid,title,abstract,date,journal,publication_type,year,classification,qa_type,qa_question,qa_answer,qa_explanation
30464576,"Resilience, depression, and quality of life in elderly individuals with chronic pain followed up in an outpatient clinic in the city of São Paulo, Brazil.","In this study, we assessed resilience, depression, and quality of life in a group of elderly individuals with or without chronic pain. A cross-sectional study assessing elderly individuals followed up at a geriatrics outpatient clinic and divided into two groups: 54 elderly patients with chronic pain and 54 elderly with no chronic pain. The sample comprised mainly women (67.6%), with mean age 79.9 years. The mean resilience index in the group with pain was 69.4 and, in the group with no pain, 80.1 (<i>P</i><0.001). Depression was observed in 35.2% of patients with chronic pain; there was no case of depression in those without chronic pain. Quality of life of the elderly with chronic pain was worse in all the domains assessed: physical, mental, emotional, social, vitality, and pain. In the study sample, resilience was lower, depression was more frequent, and quality of life was worse in the group of elderly with chronic pain.",2018,Journal of pain research,,2018,YES,sa,What role might chronic pain play in the differential diagnosis of depression in elderly patients?,"Chronic pain may increase the likelihood of depression, as 35.2% of elderly patients with chronic pain had depression, compared to none without chronic pain.","The abstract highlights a significant association between chronic pain and depression in elderly patients, suggesting that chronic pain may act as a risk factor or contributing condition for depression."
29440210,Factors associated with health literacy in multimorbid patients in primary care: a cross-sectional study in Switzerland.,"To identify factors associated with health literacy in multimorbid patients. A nationwide cross-sectional study in Switzerland. Univariate and multivariate linear regressions were calculated to identify variables associated with health literacy. A multiple imputation approach was used to deal with missing values. Multimorbid patients recruited in primary care settings (n=888), above 18 years old and suffering from at least 3 of 75 chronic conditions on a predefined list based on the International Classification of Primary Care 2. Health literacy was assessed using the European Health Literacy Survey project questionnaire (HLS-EU 6). This comprises six items scored from 1 to 4 (very difficult=1, fairly difficult=2, fairly easy=3, very easy=4), and the total health literacy score is computed as their mean. As we wished to understand the determinants associated with lower health literacy, the HLS-EU 6 score was the only dependent variable; all other covariates were considered independent. The mean health literacy score (SD) was 2.9 (0.5). Multivariate analyses found significant associations between low health literacy scores and treatment burden scores (β=-0.004, 95% CI -0.006 to 0.002); marital status, predominantly the divorced group (β=0.136, 95% CI 0.012 to 0.260); dimensions of the EuroQuol 5 Dimension 3 Level (EQ5D3L) quality of life assessment, that is, for moderate problems with mobility (β=-0.086, 95% CI -0.157 to 0.016); and with moderate problems (β=-0.129, 95% CI -0.198 to 0.060) and severe problems with anxiety/depression (β=-0.343, 95% CI -0.500 to 0.186). Multimorbid patients with a high treatment burden, altered quality of life by problems with mobility, anxiety or depression, often also have low levels of health literacy. Primary care practitioners should therefore pay particular attention to these patients in their daily practice.",2018-Feb-13,BMJ open,,2018,YES,sa,"In multimorbid patients, what severity of anxiety or depression is most strongly associated with lower health literacy scores?",Severe anxiety or depression.,"The abstract states that severe problems with anxiety or depression have the strongest negative association with health literacy scores (β=-0.343), compared to moderate problems (β=-0.129)."
28851469,"Community Resilience, Psychological Resilience, and Depressive Symptoms: An Examination of the Mississippi Gulf Coast 10 Years After Hurricane Katrina and 5 Years After the Deepwater Horizon Oil Spill.","This study examined the role of community resilience and psychological resilience on depressive symptoms in areas on the Mississippi Gulf Coast that have experienced multiple disasters. Survey administration took place in the spring of 2015 to a spatially stratified, random sample of households. This analysis included a total of 294 subjects who lived in 1 of the 3 counties of the Mississippi Gulf Coast at the time of both Hurricane Katrina in 2005 and the Deepwater Horizon oil spill in 2010. The survey included the Communities Advancing Resilience Toolkit (CART) scale, the Connor-Davidson Resilience Scale (CD-RISC 10), and the Center for Epidemiologic Studies Depression Scale (CES-D). There was a significant inverse relationship between psychological resilience and depressive symptoms and a significant positive relationship between community resilience and psychological resilience. The results also revealed that community resilience was indirectly related to depressive symptoms through the mediating variable of psychological resilience. These findings highlight the importance of psychological resilience in long-term disaster recovery and imply that long-term recovery efforts should address factors associated with both psychological and community resilience to improve mental health outcomes. (Disaster Med Public Health Preparedness. 2018;12:241-248).",2018-Apr,Disaster medicine and public health preparedness,,2018,YES,sa,How does community resilience indirectly influence depressive symptoms in populations affected by multiple disasters?,"Community resilience indirectly reduces depressive symptoms by enhancing psychological resilience, which inversely correlates with depressive symptoms.","The abstract indicates that community resilience positively affects psychological resilience, and psychological resilience has a significant inverse relationship with depressive symptoms, mediating the effect of community resilience on depressive outcomes."
38232635,The independent and joint effect of socioeconomic status and Multiracial status on the prevalence and frequency of substance use and depression among U.S. adolescents.,"While the United States is becoming increasingly Multiracial, much is still unknown about the behavioral health of these growing new generations of Multiracial Americans. To narrow this research gap, this study investigated the prevalence/frequency of substance use and major depressive episodes [MDE] among non-Hispanic Multiracial [NHM] adolescents compared to their non-Hispanic White [NHW] counterparts and whether racial differences vary by socioeconomic status. We analyzed data from the 2015-2019 National Survey on Drug Use and Health (N = 3,645 NHM and 34,776 NHW adolescents aged 12-17). Average Marginal Effects derived from logistic regression and negative binomial regression were used to examine (1) differences in six outcomes (past-month use of alcohol, cannabis, or drugs other than cannabis [DOTC], past-year MDE, and the frequency of alcohol and cannabis use among past-month users) by Multiracial status; (2) the moderation effect of family income on these associations. Compared to high-income NHW adolescents, high-income NHM adolescents reported significantly higher prevalence of past-month cannabis and DOTC use, and past-year MDE. No racial differences were observed at other income levels. Furthermore, moderation analyses indicated that the effect of Multiracial status on MDE was larger in the highest income group compared to the lowest income group. Our findings suggested that NHM adolescents, particularly those from high income families, exhibit increased prevalence of drug use and depression than NHW adolescents. As the US becomes more diverse, there is a need to further examine the social and structural factors driving the identified racial differences.",2024-Apr,Addictive behaviors,Journal Article,2024,YES,sa,How does socioeconomic status influence the prevalence of major depressive episodes (MDE) among Multiracial adolescents compared to White adolescents?,"Multiracial adolescents from high-income families have a higher prevalence of MDE compared to their White counterparts, with the racial difference in MDE prevalence being larger in higher-income groups.","The abstract reports that high-income Multiracial adolescents show significantly higher rates of MDE compared to high-income White adolescents, and the racial disparity in MDE prevalence is more pronounced in higher-income groups."
38380213,Behind the Mask: Parkinson's Disease and Depression.,"Parkinson's disease (PD) is a common, prevalent neurodegenerative disease. It is mainly characterized by motor symptoms such as rigidity, tremors, and bradykinesia, but it can also manifest with non-motor symptoms, of which depression is the most frequent. The latter can impair the quality of life, yet it gets overlooked and goes untreated because of the significant overlap in their clinical features, hence making the diagnosis difficult. Furthermore, there is limited data on the availability of appropriate criteria for making the diagnosis of depression in PD patients, as it can occur with varying expressions throughout the course of PD or it can also precede it. This review article has included a brief discussion on the diagnosis of depression in PD patients and their overlapped clinical manifestations. Understanding the mechanisms underlying the disease processes of PD and depression and the pathways interconnecting them gives better knowledge on devising treatment options for the patients. Only studies from Pubmed were included and all other databases were excluded. Studies from the last 50 years were included. Suitable references included in these studies were also extracted. Thus, depression in PD and PD in depression, along with their pharmacological and non-pharmacological treatment options, have been discussed.",2024-Jan,Cureus,Journal Article; Review,2024,YES,sa,"What makes diagnosing depression in Parkinson's disease patients particularly challenging, and why is it often overlooked?","Significant overlap in clinical features such as bradykinesia, fatigue, and apathy complicates differentiation, and depression may precede PD or vary throughout its course.","The abstract highlights overlapping symptoms between PD and depression, limited diagnostic criteria, and variable expression over time, which collectively hinder recognition and treatment."
37704093,The association of comorbid depression with mortality and amputation risk in patients with chronic limb-threatening ischemia.,"There is increasing evidence that depression is a risk factor for worse outcomes in patients with peripheral artery disease. The association of depression in patients with chronic limb-threatening ischemia (CLTI) is not well described, nor is the impact of medical treatment for depression in this patient population. The objective of this study was to investigate the prevalence of depression in patients with CLTI, its association on major amputation and all-cause mortality, and whether medical antidepressant treatment is associated with improvement in these outcomes in patients with depression. A retrospective review of all adult patients (≥18 years old) diagnosed with CLTI from January 1, 2007, to December 31, 2018, at a single academic medical center was performed. Collected data included patient demographics, comorbidities, and diagnosis of depression within 6 months of initial CLTI diagnosis. We also collected data on use of antidepressant medications. Outcomes evaluated were need for major lower extremity amputation and all-cause mortality. Multivariable logistic regression models estimated the adjusted effects of comorbid depression and antidepressant medication use on major amputation and all-cause mortality. Kaplan-Meier survival curves illustrated the probabilities of survival and limb salvage over time, stratified by diagnosis of comorbid depression. Multivariable Cox proportional hazards models estimated the adjusted effects of comorbid depression on time to major amputation and all-cause mortality, and the adjusted effect of antidepressant treatment on time to all-cause mortality. A total of 2987 patients with CLTI were identified. Mean age was 68.6 years (standard deviation, 12.9 years); 56.5% were male, and 43.5% were female. Comorbid depression within 6 months of CLTI diagnosis was present in 7.1% of the cohort (212 patients). In multivariable analysis, comorbid depression was associated with a 68% increase in the odds of major amputation (adjusted odds ratio [aOR], 1.68; 95% confidence interval [CI], 1.19-2.37; P < .01), a 164% increase in the odds of all-cause mortality among patients not taking antidepressants (aOR, 2.64; 95% CI, 1.31-5.32; P = .03), and only a 6% increase in the odds of all-cause mortality among patients taking antidepressants (aOR, 1.06; 95% CI, 0.72-1.55; P = .99). The effect of comorbid depression on mortality varied significantly by whether or not the patient was taking an antidepressant medication (P = .02). Comorbid depression in the patient population with CLTI is associated with a worse prognosis for major lower extremity amputation overall, and a worse prognosis for all-cause mortality among patients not taking an antidepressant. Furthermore, antidepressant treatment in the presence of comorbid depression in this patient population is associated with an improvement in the odds of all-cause mortality, illustrating the potential importance of medical management of depression.",2024-Jan,Journal of vascular surgery,Journal Article,2024,YES,sa,"In patients with chronic limb-threatening ischemia (CLTI) and comorbid depression, how does antidepressant treatment impact all-cause mortality compared to those not receiving antidepressants?",Antidepressant treatment reduces the odds of all-cause mortality in CLTI patients with comorbid depression compared to those not treated.,"The abstract states that comorbid depression increases all-cause mortality odds by 164% in untreated patients but only by 6% in those on antidepressants, highlighting the benefit of treatment."
39452032,Multimodal Fusion of EEG and Audio Spectrogram for Major Depressive Disorder Recognition Using Modified DenseNet121.,"This study investigates the classification of Major Depressive Disorder (MDD) using electroencephalography (EEG) Short-Time Fourier-Transform (STFT) spectrograms and audio Mel-spectrogram data of 52 subjects. The objective is to develop a multimodal classification model that integrates audio and EEG data to accurately identify depressive tendencies. We utilized the Multimodal open dataset for Mental Disorder Analysis (MODMA) and trained a pre-trained Densenet121 model using transfer learning. Features from both the EEG and audio modalities were extracted and concatenated before being passed through the final classification layer. Additionally, an ablation study was conducted on both datasets separately. The proposed multimodal classification model demonstrated superior performance compared to existing methods, achieving an Accuracy of 97.53%, Precision of 98.20%, F1 Score of 97.76%, and Recall of 97.32%. A confusion matrix was also used to evaluate the model's effectiveness. The paper presents a robust multimodal classification approach that outperforms state-of-the-art methods with potential application in clinical diagnostics for depression assessment.",2024-Oct-15,Brain sciences,Journal Article,2024,YES,sa,What multimodal approach has demonstrated superior accuracy in classifying Major Depressive Disorder using EEG and audio data?,"A model integrating EEG STFT spectrograms and audio Mel-spectrograms, trained with a pre-trained Densenet121 using transfer learning.","The abstract describes a multimodal classification model combining EEG and audio data, achieving high accuracy through feature concatenation and transfer learning with Densenet121, outperforming other methods."
38651981,"NSC689857, an inhibitor of Skp2, produces antidepressant-like effects in mice.","We have previously reported that two inhibitors of an E3 ligase S-phase kinase-associated protein 2 (Skp2), SMIP004 and C1, have an antidepressant-like effect in non-stressed and chronically stressed mice. This prompted us to ask whether other Skp2 inhibitors could also have an antidepressant effect. Here, we used NSC689857, another Skp2 inhibitor, to investigate this hypothesis. The results showed that administration of NSC689857 (5 mg/kg) produced an antidepressant-like effect in a time-dependent manner in non-stressed male mice, which started 8 days after drug administration. Dose-dependent analysis showed that administration of 5 and 10 mg/kg, but not 1 mg/kg, of NSC689857 produced antidepressant-like effects in both non-stressed male and female mice. Administration of NSC689857 (5 mg/kg) also induced antidepressant-like effects in non-stressed male mice when administered three times within 24 h (24, 5, and 1 h before testing) but not when administered acutely (1 h before testing). In addition, NSC689857 and fluoxetine coadministration produced additive antidepressant-like effects in non-stressed male mice. These effects of NSC689857 were not associated with the changes in locomotor activity. Administration of NSC689857 (5 mg/kg) also attenuated depression-like behaviors in male mice induced by chronic social defeat stress, suggesting therapeutic potential of NSC689857 in depression. Overall, these results suggest that NSC689857 is capable of exerting antidepressant-like effects in both non-stressed and chronically stressed mice.",2024-Jun-01,Behavioural pharmacology,"Journal Article; Research Support, Non-U.S. Gov't",2024,YES,sa,What dosing schedule and regimen of NSC689857 would likely produce antidepressant-like effects in a male patient with depression induced by chronic social defeat stress?,5 mg/kg administered chronically or three times within 24 hours.,"The abstract states that 5 mg/kg of NSC689857 attenuated depression-like behaviors in male mice with chronic social defeat stress and produced antidepressant effects when given chronically or three times in 24 hours, but not acutely 1 hour before testing."
38432470,History of mood and anxiety disorders affects return to work and return to sports after rotator cuff repair.,"After rotator cuff repair (RCR), return to work and return to sports is affected by various psychosocial factors. The role of one of these factors - mood and anxiety disorders (MAD) - is still not clear. The primary objective of this study was to determine the influence of prior MAD on the return to work and return to sports after RCR. Our hypothesis was that patients with a history of MAD would take longer to return to work and to sports after RCR, and the rate of return would be lower, than for patients without MAD. This was a retrospective single-center study of patients who underwent arthroscopic RCR (distal supraspinatus tear). Patients who were employed and those who participated in sports before the surgery were included in the ""working"" and ""sports"" groups, respectively. The primary outcomes were the time to return to work and return to sports after surgery. The secondary outcomes were the ratio of patients returning to work and to sports at 3, 6 and 12 months; rate of return to same level of sports; need to change or stop working or sports. The effects of prior MAD on these various outcomes were determined using Bayesian multivariate analysis. The ""working"" group consisted of 158 patients (of which 16.5% had MAD) and the ""sports"" group consisted of 118 patients (of which 17.8% had MAD). In those with a history of MAD, return to work was 21±11 weeks later and the return to sports was 17±8 weeks later than in those without MAD. There was a 98% probability that return to work or return to sports was delayed by at least 4 weeks in patients with history of MAD. The likelihood that patients with prior MAD who undergo RCR will completely abandon their sport was 2.8 times higher (OR=2.8 [1; 7.8]). We found a negative influence of prior MAD on the return to work and return to sports after RCR. III; retrospective case-control study.",2024-Sep,"Orthopaedics & traumatology, surgery & research : OTSR",Journal Article,2024,YES,sa,How might a history of mood or anxiety disorders affect post-surgical outcomes in patients returning to sports after rotator cuff repair?,Patients with prior mood or anxiety disorders are 2.8 times more likely to abandon sports and experience a 17-week delay in return compared to those without such history.,"The abstract shows prior mood or anxiety disorders significantly delay return to sports and increase the likelihood of sports abandonment (OR=2.8), highlighting their negative impact."
40010859,Depression and Social Media Use in Children and Adolescents.,"Since the opening of Facebook to the general public in late 2006 social media use has rapidly become nearly universal among adolescents, providing new opportunities for connecting with peers, exploring identity, and expressing creativity. During the same period, rates of depression and suicide among youth have risen. A growing body of evidence highlights a correlation between problematic social media use and depression. Social media does not affect all children and adolescents equally.",2025-Apr,Pediatric clinics of North America,Journal Article; Review,2024,YES,sa,What factors might explain the differential impact of social media on depression in adolescents?,"Individual differences in peer connections, identity exploration, and creativity expression may mediate social media's impact.","The abstract notes social media affects adolescents differently, with opportunities for peer connections, identity exploration, and creativity potentially influencing susceptibility to depression."
37797327,Promoting Nursing Student Mental Health Wellness: The Impact of Resilience-Building and Faculty Support.,"Being aware of elevated levels of student psychological distress by nursing faculty, and subsequently responding to it, may diminish nursing students' experience of negative mental health well-being. Relationships between perceived faculty support, resiliency, and the prevalence of depression, anxiety, and stress among undergraduate nursing students were explored. An exploratory mixed-methods design was used for this descriptive, cross-sectional study. The Depression, Anxiety, and Stress Scale-21, Brief Resilience Scale, Perceived Faculty Support Scale, a demographic questionnaire, and open-ended questions were used to collect data. A convenience sample of 989 undergraduate baccalaureate nursing students from across the United States completed the surveys. Study results revealed resilience strategies and psychological and functional supportive faculty behaviors and actions are substantial predictors of lower depression, anxiety, and stress in undergraduate baccalaureate nursing students. Investments in faculty development to support nursing student resilience may reduce the degree of negative mental health well-being that students exhibit related to nursing education and promote their successful transition to nursing practice.",,Nurse educator,Journal Article,2024,YES,sa,What faculty-related interventions can help reduce depression and anxiety in undergraduate nursing students?,Psychological and functional supportive faculty behaviors and resilience strategies.,"The abstract highlights that supportive faculty behaviors and resilience strategies are significant predictors of lower depression and anxiety among nursing students, suggesting targeted faculty development can mitigate these mental health issues."
39514643,Effect of Esketamine Nasal Spray on Cognition in Patients With Treatment-Resistant Depression: Results From Four Phase 3 Studies.,"While esketamine is effective in treatment-resistant depression (TRD), detailed information about the effect of esketamine on cognition is relatively scarce. This analysis assessed the effect of short-term (3 double-blind [DB] studies: DB1, DB2, and DB4) or long-term maintenance treatment (DB3) with esketamine nasal spray (ESK) compared with a placebo (PBO) combined with active-comparator, on cognition in patients with TRD. Patients (DB1/DB2/DB3: [18-64 years, n = 747]; DB4: [65 years or older, n = 137]) with TRD received ESK (DB1/DB2/DB3: 56/84 mg; DB4: 28/56/84 mg) or PBO+newly initiated oral antidepressant (OAD) as per treatment schedules. Cognitive assessments-Cogstate battery and Hopkins Verbal Learning Test-Revised-were administered at baseline, Day 28/early withdrawal, and follow-up visits in DB1/DB2/DB4 and at 12-week intervals in the DB3 maintenance phase. Descriptive statistics were used to analyze ESK effects on cognition with effect sizes and 95% confidence intervals to express the nature and magnitude of treatment effects relative to active-comparator+PBO. Correlation between depression severity (Montgomery-Ǻsberg Depression Rating Scale scores [MADRS]) and cognition was assessed at baseline and endpoint(s). At baseline, mild-to-moderate impairment in psychomotor function, attention, and memory (working and episodic) were evident. For each DB1/DB2/DB4, group mean performance in Z-scores for ESK+OAD and OAD+PBO groups on all cognitive tests remained similar or slightly improved from baseline at endpoint (Day 28) and follow-up assessments. Similarly, in DB3 (maintenance phase), both groups generally showed improvement in cognitive performance at endpoint(s). Correlations between MADRS scores and performance on the cognitive test battery were small at baseline and endpoint(s). This analysis did not identify evidence of negative effects on cognition following short-term or long-term maintenance treatment with ESK+OAD in patients with TRD.",2024-Nov-01,The international journal of neuropsychopharmacology,"Journal Article; Randomized Controlled Trial; Clinical Trial, Phase III",2024,YES,sa,What is the impact of esketamine nasal spray on cognitive performance in patients with treatment-resistant depression during short-term and long-term treatment?,Esketamine nasal spray does not negatively impact cognition and may slightly improve cognitive performance during both short-term and long-term treatment.,"The abstract shows that cognitive performance remained similar or slightly improved from baseline in short-term and long-term esketamine treatment, with no evidence of negative cognitive effects."
38587274,"Dysphoric Milk Ejection Reflex: Characteristics, Risk Factors, and Its Association with Depression Scores and Breastfeeding Self-Efficacy.","<b><i>Background:</i></b> Dysphoric milk ejection reflex (D-MER) is a phenomenon that occurs before milk letdown and is described as a wave of negative or devastating emotions, ranging from mild to severe and lasting for seconds to minutes. To date, there has been little research regarding this phenomenon. This study aims to determine the prevalence of D-MER in our population as well as its association with postnatal depression scores and breastfeeding self-efficacy. <b><i>Methods:</i></b> Lactating persons between 4 and 12 weeks postpartum at our institution were invited to complete an anonymous 59-question survey via an online platform. Questions asked included patient demographics, presence of symptoms of dysphoria (including timing, duration, and frequency), the Edinburgh Postnatal Depression Scale (EPDS), and the Breastfeeding Self-Efficacy Scale Short Form (BSES-sf). <b><i>Results</i></b><i>:</i> In total, 201 women completed the survey. Twelve women were classified as likely having D-MER (6%). Symptom resolution primarily occurred within a minute to 5 minutes (58%). Mean EPDS scores differed significantly between those with likely D-MER and those without (12.2 vs. 5.4, <i>p</i> = 0.002). BSES-sf scores differed significantly between the two groups (43.1 vs. 52.5, <i>p</i> = 0.009). Preexisting depression or anxiety was not associated with D-MER (<i>p</i> = 0.133), other reported mood disorders differed significantly between those with D-MER and those without (<i>p</i> = 0.004). Demographic characteristics of women with and without D-MER were similar. <b><i>Conclusion</i></b><i>:</i> D-MER prevalence may be lower than previously reported. Patients with likely D-MER appear to have lower breastfeeding self-efficacy and higher depression scores. Those with preexisting mood disorders may be at higher risk of experiencing D-MER.",2024-Jun,Breastfeeding medicine : the official journal of the Academy of Breastfeeding Medicine,Journal Article,2024,YES,sa,What is the relationship between dysphoric milk ejection reflex (D-MER) and postnatal depression scores in lactating individuals?,Individuals with D-MER have significantly higher postnatal depression scores compared to those without D-MER.,"The abstract notes that mean EPDS scores were significantly higher in individuals with D-MER (12.2) compared to those without (5.4), with a p-value of 0.002, indicating a strong association with elevated depression scores."
39371831,"Comparative Evaluation and Correlation of Hyoid Bone Position, Airway Dimension, and Psychological Status in Class II Vertical and Horizontal Malocclusion Cases With Temporomandibular Disorder Compared to Class I Non-Temporomandibular Disorder Cases.","Introduction Temporomandibular disorder (TMD) involves discomfort and impaired function in the masticatory muscles and temporomandibular joint (TMJ), with a multifaceted etiology that includes biomechanical, neuromuscular, psychological, and biological factors. This research aims to assess and correlate the hyoid bone position, airway dimensions, and psychological status in class II Hz (horizontal) and Vt (vertical) malocclusion cases with TMD in contrast to non-TMD class I cases. Methodology This research was carried out at the Orthodontics Department, Sharad Pawar Dental College and Hospital, Sawangi, with consent obtained from the ethical committee. A total of 63 adult patients with class I, class II horizontal, and class II vertical malocclusions were selected. TMD was diagnosed using the Helkimo index, and patients were categorized accordingly. Psychological status was evaluated using the Warwick-Edinburgh scale, while the placement of hyoid bone and airway dimensions were assessed using lateral cephalograms. Statistical analysis involved descriptive and inferential statistics using SPSS version 27.0, with a significance level of p < 0.05. Results The research showed a noteworthy difference in the hyoid bone's location, airway dimensions, and psychological status among the three groups. Class II TMD patients (both vertical and horizontal) exhibited higher hyoid bone positions and larger Go-Hy-Me angles (angle formed by the gonion-hyoid line and the hyoid-menton line) compared to class I patients. In addition, class II vertical TMD patients showed the most reduced airway dimensions. Psychological assessments indicated higher stress, anxiety, and depression levels in class II TMD patients, particularly in the vertical group, compared to class I non-TMD patients. Conclusion This study highlights the intricate relationships between hyoid bone position, airway dimensions, and psychological status in TMD patients. TMD patients present with hyoid bones positioned closer to the cranium and mandible, larger Go-Hy-Me angles, and reduced airway dimensions. Psychological distress exacerbates TMD symptoms, negatively impacting overall well-being and quality of life. Orthodontists should consider these interrelated factors when devising treatment plans to improve patient outcomes. Future longitudinal studies with larger samples and advanced imaging techniques are recommended to further elucidate these interactions.",2024-Sep,Cureus,Journal Article,2024,YES,sa,How might altered airway dimensions and hyoid bone positioning contribute to the exacerbation of clinical anxiety symptoms in patients with temporomandibular disorders (TMD)?,"Reduced airway dimensions may cause breathing difficulties, increasing physiological stress, while hyoid bone proximity to the cranium may heighten discomfort, both amplifying anxiety symptoms in TMD patients.","The abstract links reduced airway dimensions and altered hyoid bone positioning in TMD patients to heightened stress, anxiety, and depression, suggesting these factors contribute to psychological distress through physiological and biomechanical mechanisms."
38670463,Prospective prediction of anxiety onset in the Canadian longitudinal study on aging (CLSA): A machine learning study.,"Anxiety disorders are among the most common mental health disorders in the middle aged and older population. Because older individuals are more likely to have multiple comorbidities or increased frailty, the impact of anxiety disorders on their overall well-being is exacerbated. Early identification of anxiety disorders using machine learning (ML) can potentially mitigate the adverse consequences associated with these disorders. We applied ML to the data from the Canadian Longitudinal Study on Aging (CLSA) to predict the onset of anxiety disorders approximately three years in the future. We used Shapley value-based methods to determine the top factor for prediction. We also investigated whether anxiety onset can be predicted by baseline depression-related predictors alone. Our model was able to predict anxiety onset accurately (Area under the Receiver Operating Characteristic Curve or AUC = 0.814 ± 0.016 (mean ± standard deviation), balanced accuracy = 0.741 ± 0.016, sensitivity = 0.743 ± 0.033, and specificity = 0.738 ± 0.010). The top predictive factors included prior depression or mood disorder diagnosis, high frailty, anxious personality, and low emotional stability. Depression and mood disorders are well known comorbidity of anxiety; however a prior depression or mood disorder diagnosis could not predict anxiety onset without other factors. While our findings underscore the importance of a prior depression diagnosis in predicting anxiety, they also highlight that it alone is inadequate, signifying the necessity to incorporate additional predictors for improved prediction accuracy. Our study showcases promising prospects for using machine learning to develop personalized prediction models for anxiety onset in middle-aged and older adults using easy-to-access survey data.",2024-Jul-15,Journal of affective disorders,Journal Article,2024,YES,sa,What are the top predictive factors for the onset of anxiety disorders in middle-aged and older adults?,"Prior depression or mood disorder diagnosis, high frailty, anxious personality, and low emotional stability.","The abstract identifies these factors as the most significant predictors for anxiety onset, derived through Shapley value-based methods in a machine learning model analyzing survey data."
39400653,Aromatherapy Using Lavender Oil Effectiveness on Pain and Anxiety After C-Section: A Randomized Controlled Trial.,"Managing postoperative setting, regarding pain and anxiety after cesarean delivery is crucial for the mother's recovery, her emotional well-being, mother-infant bonding and initiating breastfeeding. Although some research have suggested that aromatherapy with lavender essential oil can be effective in reducing pain and anxiety in various medical settings, the efficacy of lavender aromatherapy in the postoperative setting after cesarean delivery is less well-studied. We aimed to assess the effectiveness of lavender essential oil therapy in the management of pain and anxiety after cesarean delivery. This was a monocentric randomized controlled double-blind trial conducted over a period of five months during 2023. A hundred women undergoing c-sections under spinal anesthesia were enrolled and randomly assigned; using block randomization of 4 items per block with allocation ratio 1:1, into two groups: The aromatherapy group (receiving inhaled Lavender essential oil) versus the placebo group (receiving distilled water instead). The primary outcomes were pain (at rest and after mobilization) and anxiety levels and after the intervention. This trial was registered on clinical-trials.org (NCT06387849). A total of 100 women were included (50 women in each group aromatherapy and the placebo group). The two groups were comparable regarding baseline characteristics and pre-intervention parameters with no statistically significant difference. After the intervention, the pain at rest (38,76 ± 22,9 vs. 23,84 ± 18,01; p < 0.001), the pain after mobilization (60,28 ± 23,72 vs. 40,12 ± 22,18; p < 0.001), and degree of anxiety (46,76 ± 6,59 vs. 44,3 ± 5,17; p = 0.03) were all significantly lower in the aromatherapy group. No adverse effects were reported by participants in both groups. Aromatherapy using Lavender essential oil is effective in reducing pain and anxiety after cesarean delivery without adverse effects.",2024-Dec,Journal of epidemiology and global health,Journal Article; Randomized Controlled Trial,2024,YES,sa,"What non-pharmacological intervention can reduce both pain and anxiety in postpartum women after cesarean delivery, and what evidence supports its safety?","Inhaled lavender essential oil aromatherapy reduces pain and anxiety post-cesarean delivery, with no reported adverse effects.","A randomized controlled trial showed significant reductions in pain (at rest and after mobilization) and anxiety in women receiving lavender aromatherapy compared to placebo, with no adverse effects reported."
38294127,"Lifetime adversity predicts depression, anxiety, and cognitive impairment in a nationally representative sample of older adults in the United States.","Although life stress and adversity are well-known risk factors for mental health problems and cognitive impairment among older adults, limited research has comprehensively examined the impact of both childhood and adulthood adversity on psychiatric and cognitive impairment symptoms over a prolonged period. To address this issue, we investigated how lifetime adversity exposure is related to symptoms of depression, anxiety, and cognitive impairment in a nationally representative, longitudinal sample of older adults in the United States. We analyzed data from the Health and Retirement Study (1992-2016). The sample included 3496 individuals (59.9% female), aged ≥64 years old (M<sub>age</sub> = 76.0 ± 7.6 years in 2016). We used the individual-level panel data and ordinary least squares regressions to estimate associations between childhood and adulthood adversities, and later-life depression, anxiety, and cognitive impairment. Many participants experienced a significant early life (38%) or adulthood (79%) stressor. Moreover, experiencing one childhood adversity (vs. none) was associated with a 17.4% increased risk of adulthood adversity. Finally, as hypothesized, childhood adversity exposure was related to experiencing more depression and anxiety symptoms in later life, whereas adulthood stressor exposure predicted more cognitive impairment as well as more depression and anxiety symptoms. These findings demonstrate significant associations between lifetime adversity and symptoms of depression, anxiety, and cognitive impairment in older adults. Screening for lifetime stressors may thus help healthcare professionals and policymakers identify individuals who could potentially benefit from interventions designed to reduce stress and enhance resilience.",2024-May,Journal of clinical psychology,Journal Article,2024,YES,sa,How might childhood adversity indirectly contribute to an increased likelihood of depression and anxiety symptoms in later life?,"Childhood adversity indirectly contributes by increasing the risk of adulthood adversity, which is associated with more depression and anxiety symptoms.","The abstract states that childhood adversity raises the likelihood of adulthood adversity by 17.4%, and adulthood adversity is linked to higher depression and anxiety symptoms, establishing an indirect pathway."
